,,,,,
,Plastik People Recordings,Marc Cotterell,UKG,USA,https://soundcloud.com/plastikpeoplerecordings
,PoleGroup ,Oscar Mulero,Techno,Spain,https://polegroup.net/index.php
,polyamor,"DJ Collective 
(Various Artsits)",Techno,Germany,https://polyamorberlin.com/
,Primitive UK,Will Anderson,UKG,UK,https://primitivemusicuk.com/
,Propa Records,DAN T,UKG,UK,https://www.instagram.com/proparecords/
,Pryda Recordings,Eric Prydz,House,Sweden,https://www.ericprydz.com/pryda
,Psicodelica ,David San,Deep,Colombia,https://soundcloud.com/psicodelicalabel
,PULZAR,LASERBOY,Trance,Germany,https://soundcloud.com/p-u-l-z-a-r
,Puzzles Records,"DJ Collective 
(Various Artsits)",Techno,Australia,https://www.puzzlesrecords.com/
,qp,"Elon Bass,
Niclas Worthmann",Trance,Germany,https://soundcloud.com/qpgermany
,Radikon,"Jonas Saalbach,
Guzy",Melodic + Progressive,Germany,https://radikon-label.com/
,range.,Ranger Trucco,Minimal,USA,https://www.rangertrucco.com/
,Rave Culture,Gioh Cecato,Techno,USA,https://soundcloud.com/rave-culture-records?ref=clipboard&p=i&c=1&si=A2F57954BF7543F582AE393C2F641F35&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
,RAW,RAW Agency,Techno,France,https://www.raw-people.com/
,Rawsome Deep,Greco,Deep,USA,https://soundcloud.com/rawsomerecords
,Rawsome Recordings,Greco,House,USA,https://soundcloud.com/rawsomerecords
,Rawtracks Label,Kevin Corral,Minimal,Spain,https://soundcloud.com/rawtracks_label
,REALM,Gorgon City,House + Techno,UK,https://www.realm-records.com/
,REBOOT,Black Traffic,Techno,Ireland,https://rebootevents.ie/
,RECKLESS Records,DYEN,Techno,Netherlands,https://reckless-rec.com/
,Redefy Records,Mason Talbot,House,UK,https://soundcloud.com/redefyrecords
,Redimension,Joseph Capriati,House + Techno,Italy,https://www.redimensionmusic.com/
,Redline Records,dj bax,UKG,New Zealand,https://soundcloud.com/redlinerecords03
,Reecords ,Reelow ,Minimal,Spain,https://soundcloud.com/reecordsabel
,Relative Music,"DJ Collective 
(Various Artsits)",House,Italy,https://soundcloud.com/user-240085360
,RENEGADE METHODZ,ENDLEC,Techno,Greece,https://soundcloud.com/endlec
,Repopulate Mars,Lee Foss,House,USA,https://www.repopulatemars.com/
,Reptile Mob,GLBDOM,UKG,UK,https://soundcloud.com/reptile-mob
,Retail Records,Black V Neck,House,USA,https://soundcloud.com/Retail-Records
,Revised Records,"Stan Christ,
Zeltak",Techno,Netherlands,https://soundcloud.com/revisedrecords
,Revival New York,"DJ Collective 
(Various Artsits)",House,USA,https://www.revival-ny.com/
,Revolution Records,Various Artists,Techno,UK,https://linktr.ee/RevolutionRecs
,Rhythm Werk,AAT,Techno,Germany,https://soundcloud.com/rhythmwerk
,RINSE+REPEAT,Adrian Escobar,House,USA,https://www.goodbetmusic.com/
,Ritual,Rafael Cerato,House + Techno,France,https://soundcloud.com/ritualofc
,Rose Avenue,Rufus du Sol,Melodic + Progressive,USA,https://www.roseavenuerecs.com/
,Roush Label,Hector Couto,Minimal,Spain,https://www.roushlabel.com/
,Rugburn,"Zonesix,
Samir",Minimal,Brazil,https://soundcloud.com/rugburnlabel
,Running Clouds,"David Lindmer,
Andrea Vizzo",Melodic + Progressive,USA,https://www.running-clouds.com/
,Saike,Hadone,Techno,France,https://soundcloud.com/saikelabel
,SASS,Matt Sassari,House + Techno,France,https://www.instagram.com/sasslabel/?hl=en
,Say What? Recordings,Ramon Tapia,Techno,Belgium,https://soundcloud.com/saywhatrecords
,Second State,Pan-Pot,Techno,Germany,https://secondstate.fanlink.tv/Hello/demo
,selected berlin,"DJ Collective 
(Various Artsits)",Techno,Germany,https://soundcloud.com/selected-berlin
,Selected Records,GDB,Techno,Spain,https://selectedrecords.bandcamp.com/
,selected.,"Nick Scheerbart,
Nico Pinkowski",House,Germany,https://selectedbase.com/
,Senso Sounds,Oliver Huntemann,House + Techno,Germany,https://www.senso-sounds.net/
,sequence music,james mpbk,Melodic + Progressive,UK,https://soundcloud.com/sequencesheffield
,SESH,"Clara Cuve,
MCR-T",Techno,Germany,https://soundcloud.com/seshdawgsunited
,Seven Dials Records,Seb Zito,Minimal,UK,https://soundcloud.com/sevendialsrecords
,Sexyrecs ,Laure Croft,Techno,Germany,https://soundcloud.com/sexyrecs
,Shadow City,"DJ Collective 
(Various Artsits)",UKG,UK,https://soundcloud.com/shadow-city
,Shall Not Fade,Kieran Williams,UKG,UK,https://soundcloud.com/shallnotfade
,SHÈN ,Franky Wah,House + Techno,UK,https://bio.to/SHENpresents
,SHK,SHOKË,Minimal,UK,https://www.instagram.com/shklabel/
,Short Circuit,"Ky William,
Jeff Sorkowitz",Minimal,USA,https://soundcloud.com/short-circuit-bk
,Shuffle 'n' Swing,Andrea Alvarez,UKG,UK,https://soundcloud.com/shuffle-n-swing
,Siamese,Adriatique,Melodic + Progressive,Switzerland,https://www.siamese-records.com/
,Silky Records,Ramin Rezaie,Minimal,UK,https://www.silkyrecords.com/
,Simplexia,Juan Bautista Paz Alonso,House + Techno,Spain,https://soundcloud.com/simplexia-records
,Simulate,Massano,Melodic + Progressive,UK,https://www.simulateofficial.com
,SINCOPAT ,AFFKT ,House + Techno,Spain,https://www.sincopat.com/
,Sink or Swim,GUZ,House + Techno,Netherlands,https://soundcloud.com/sinkorswimrecord
,Sintoniza Records,"Nicolas Vieira,
Alex Dittrich",Minimal,Brazil,https://soundcloud.com/sintonizarecords
,SiO ,Joey Daniel,House,Netherlands,https://soundcloud.com/siorecords
,Siona Records,Miss Monique,Melodic + Progressive,Ukraine,https://sionarecords.com/
,Skutta,"LA Johnson,
Baddesley",UKG,UK,https://soundcloud.com/skutta-records
,Slap The Club,Mareels ,House,UK,https://soundcloud.com/slaptheclub
,slash,KI/KI,Trance,Netherlands,https://soundcloud.com/slashlabel
,Snatch! Records,Riva Starr,House,UK,https://www.snatchrecords.com/
,Sneaker Social Club,Low End Activist,UKG,UK,https://soundcloud.com/sneakersocialclub
,Solamente,Deborah de Luca,Techno,Italy,https://soundcloud.com/solamenteofc
,Solid Grooves,Michael Bibi,House,UK,https://www.solidgrooves.co.uk/
,Solitude MCR,"Kamzuqi,
Solitude",UKG,UK,https://soundcloud.com/solitude_uk
,Soul Heaven,Fleur Woodford,House,UK,https://www.soul-heaven.com/
,Soulfuric,"Brian Tappert,
Marc Pomeroy",House,USA,https://soulfuric-recordings.bandcamp.com/
,Sound D'Elite,Ilario Alicante,Minimal,Italy,https://soundcloud.com/soundelite
,South of Saturn,Lee Foss,Minimal,USA,https://www.repopulatemars.com/south-of-saturn
,Southpoint Records,"Josh Gunston,
KXVU",UKG,UK,https://soundcloud.com/stptmusic
,Space Yacht,"Henry Lu,
Rami Perlman",House,USA,https://shop.spaceyacht.net/
,Spannung,Lilly Palmer,Techno,Germany,https://www.instagram.com/spannungrecords/
,SPECIES,"widerberg,
Mia Mendi",Melodic + Progressive,Turkey,https://soundcloud.com/species_recs
,Speedmaster Records,"KH38,
Paul Copping",Trance,Germany,https://soundcloud.com/speedmasterrecords
,Spinnin' Records,Atlantic Records Group,House,Netherlands,https://spinninrecords.com/
,Stay On Sight,Skin On Skin,Techno,UK,https://soundcloud.com/skin0nskin
,Stay True Sounds,Kid Fonque,House,South Africa,https://staytruesounds.bandcamp.com/
,Steyoyoke,Soul Button,Melodic + Progressive,Germany,https://www.steyoyoke.com/
,STMPD RCRDS,Martin Garrix,EDM,Netherlands,https://stmpdrcrds.com/
,STORIES,Sarah Story,House,UK,https://www.thisissarahstory.com/
,Stress,Dave Seaman,House + Techno,UK,https://stress-records.com/
,Strictly Flava,"DJ Collective 
(Various Artsits)",UKG,UK,https://soundcloud.com/strictly-flava
,Strictly Rhythm,Gladys Pizarro,House,USA,https://soundcloud.com/strictlyrhythm
,Sub-Urban Records,Tommy Musto,House,USA,https://sub-urban.bandcamp.com/
,Subios Records,"TiM TASTE,
Earl Grau,
Werner B.",Techno,Germany,https://soundcloud.com/subios
,SubVision,Mark Reeve,Techno,Germany,https://www.instagram.com/subvisionrecords/
,SURA Music,Roberto Surace,House,Italy,https://soundcloud.com/suramusiclabel
,Sushi Muzik,"DJ Collective 
(Various Artsits)",House,USA,https://www.sushimuzik.com/
,Sweat It Out,AJAX,House,Australia,https://sweatitoutmusic.com/
,Sweatrz Records,Yolanda Be Cool,Minimal,Australia,https://www.instagram.com/sweatrz_records/
,Synthetic Love Records,"DJ Pinky Promise,
Antonym",Trance,Germany,https://synthetic-love.com/
,Sys.Ex Records,Specific Objects,Techno,Germany,https://soundcloud.com/sysexberlin
,SYSTEM IPSIPI,FARAWOT,Techno,Belarus,https://soundcloud.com/system-ipsipi
,Systolic Records,PYREZ,Techno,Spain,https://soundcloud.com/sys-systolic-recordings
,T E N E T,"Fehrplay,
Akron",Melodic + Progressive,Norway,https://www.tenetrecordings.com/
,Taapion,Shlomo,Techno,France,https://taapion.com/
,TAIPAN TRAX,Phasmid,UKG,UK,https://soundcloud.com/taipantrax
,Take Notes,Mahony,Minimal,Romania,https://soundcloud.com/takenotesmusic
,Tamango Records,Yaya ,Minimal,Italy,https://soundcloud.com/tamangorecords
,Tanzgemeinschaft,Claudio Capo,Techno,Belgium,https://www.tanzgemeinschaft.com/
,TAU,Adana Twins,Melodic + Progressive,Germany,https://www.tautautau.de/
,Tech Avenue Records,"Stu,
Gerard Groove",House,USA,https://www.techavenuerecords.com/
,Techaway,Jamie Soiero,House,Spain,https://soundcloud.com/techawaymusic
,Techne,Noizu,House,UK,https://www.noizusound.com/
,Techords,Jhojho,Minimal,UK,https://soundcloud.com/techordsltd
,Teewave Records,"Rhadamanthe,
NØNAME",Techno,France,https://soundcloud.com/teewave-records
,Teletech,"Tom Shenton,
Anton Stevens",Techno,UK,https://www.teletech.events/
,Terminal M,Monika Kruse,Techno,Germany,https://terminalm.com/
,Terminator,Todd Terry,Techno,USA,https://toddterry.com/terminator-records
,Terms & Conditions Records,Tom & Collins,House,Mexico,https://soundcloud.com/termsandconditionsrecords
,TETE VIDE,"dj hesss,
no.salt",Trance,France,https://soundcloud.com/tetevide-tv
,The Formula,"About Time,
Zack Avital",Melodic + Progressive,Israel,https://www.instagram.com/theformula_official/
,The Remedy Project,Melvo Baptiste,House,UK,https://soundcloud.com/theremedyproject
,The Scripture,"OSFUR,
UVITA",Deep,France,https://www.instagram.com/wearethescripture/
,The Third Room,Ahmet Sisman,Techno,Germany,https://www.thethirdroom.de/
,The Wub Club,Joe Hill,UKG,UK,https://www.thewubclub.com/
,theBasement Discos,"Sam Paradise,
Whatever Charles",House,Spain,https://soundcloud.com/thebasementmusic
,Things We Never Did,Hadone,Techno,Belgium,https://soundcloud.com/twndmusic
,This Never Happened,Lane 8,Deep,USA,https://this-never-happened.com/
,Three Six Zero,Mark Gillespie,House,UK,https://www.threesixzero.com/recording
,THUNDR,"Nelson,
RUSS,
King-D",House,UK,https://thundr.co.uk/
,Time Machine,Agents of Time,Melodic + Progressive,Italy,https://www.instagram.com/timemachineclctv/?hl=en
,Timeless Moment,Morttagua,Melodic + Progressive,Brazil,https://soundcloud.com/timelessmoment
,Tipsy Dreamer,ADB,Trance,Germany,https://soundcloud.com/tipsy-dreamer
,Tomorrowland Music,Tomorrowland,House + Techno,Belgium,https://tomorrowlandmusic.com/
,TOO GOOD tO DIE,ANII,Melodic + Progressive,UK,https://linktr.ee/tgtd.ofc
,Too Long Records,Shaf Huse,House,Italy,https://soundcloud.com/toolongrecords
,Toolroom Records,Mark Knight,House,UK,https://toolroomrecords.com/
,TORO ,"Gust C,
Maria",Minimal,Brazil,https://tororec.co/
,TOTE SONNE,Aiden,Techno,Germany,https://totesonne.com/
,Trace Amounts,Westend,House,USA,https://traceamounts.nyc/
,Trash Tunes,SDK,Techno,Italy,https://soundcloud.com/trash-tunes
,Tribal Pulse,Boom Merchant,UKG,UK,https://soundcloud.com/tribal-pulse
,Trick,Patrick Topping,House + Techno,UK,https://tricklabel.co.uk/
,Trippy Ass Technologies,Christian Martin,House + Techno,USA,https://www.trippyasstechno.com/
,Trippy Code,"RTTWLR,
BeatQueche",Techno,Germany,https://www.trippycode.com/
,TRONIC,Christian Smith,Techno,Sweden,https://soundcloud.com/tronic-music
,Truesoul,Adam Beyer,House + Techno,Sweden,https://soundcloud.com/truesoul
,TXTBK,ZeroFG ,UKG,UK,https://www.txtbk.uk/
,Tzantza Records,"Raul Garcia,
Nicolas Recalde",Minimal,Ecuador,https://soundcloud.com/tzantzarecords
,UKF,Luke Hood,UKG,UK,https://ukf.com/
,Ultra Knites,"Mike Sharon,
Sem Marini",House,UK,https://soundcloud.com/ultraknitesrecords
,Unbekannt,Ayako Mori,Techno,Germany,https://www.instagram.com/unbekannt_label/
,Unity,D-Unity,House + Techno,Canada,https://www.instagram.com/unity_records/
,UNSEEN,Citizen Kain,Melodic + Progressive,France,https://soundcloud.com/unseenrecordings
,Up the Stuss,Chris Stussy,Minimal,Netherlands,https://www.chrisstussy.com/
,Upperground,ARTBAT,Melodic + Progressive,Ukraine,https://upperground.art/
,UИCAGE,Marco Faraone,Techno,Italy,https://soundcloud.com/uncageofficial
,VERKNIPT,"Reza Fathi,
Mer Hajbarati",Techno,Netherlands,https://www.verknipt.org/
,vestige,"Braynod,
Tekzee,
Gus,
Mika",Melodic + Progressive,Malta,https://soundcloud.com/vestige-records-962700092
,Viceversa,Alessio Terra,House,Italy,https://soundcloud.com/alessioterra
,Virgo,Ilario Alicante,Techno,Germany,https://soundcloud.com/virgotransmissions
,Void+1,Scalameriya,Techno,Italy,https://soundcloud.com/voidplus1recordings
,Volta Records,Victor Ruiz,Melodic + Progressive,Portugal,https://www.volta-records.com/
,Warehouse Project Records,The Warehouse Project,House + Techno,UK,https://thewarehouseproject.com/whp-records/
,WarinD Records,WarinD,Techno,Italy,https://soundcloud.com/warind
,Warm Up Recordings,Oscar Mulero,Techno,Spain,https://soundcloud.com/oscarmulero
,Watergate Records,Watergate Club,Melodic + Progressive,Germany,https://soundcloud.com/watergaterecords
,WEIRD STUFF Records,WEIRD.,Minimal,Italy,https://weirdstuffmusic.com/
,Well Street Records,"Sam Fussell,
Robert Fleck,
Alex Quinn",UKG,UK,https://soundcloud.com/wellstreet
,Whalien ,Niotech,Techno,Germany,https://www.whalien-berlin.com/
,When Stars Align,Camelphat,Melodic + Progressive,UK,https://whenstarsalign.komi.io/
,Whoyostro ,Vele ,House,Ukraine,https://soundcloud.com/whoyostro
,Whoyostro White,Vele ,Deep,Ukraine,https://soundcloud.com/whoyostrow
,widerworks,widerberg,Melodic + Progressive,Turkey,https://widerbergmusic.com/
,Witty Tunes,"Sideburn,
Redondo",House,USA,http://wittytunes.com/
,Yes Yes Yes,LP Giobbi,House,USA,https://www.instagram.com/yesyesyespresents/?hl=en
,yesmatewotusaying,Joe Caithness,UKG,UK,https://soundcloud.com/yesmatewotusayin
,Yosh Bass,FooR,UKG,UK,https://soundcloud.com/yoshbass
,Zamna Records,Gigi Urso,Melodic + Progressive,Mexico,https://zmaagency.com/talents/zamna-records/
,ZEF Music,"Lemonade,
WHO ELSE",House + Techno,Argentina,https://soundcloud.com/zefclub
,Vault Records,"DJ Collective 
(Various Artsits)",Techno,Netherlands,https://www.vault-sessions.com/
,HATE Collective,"DJ Collective 
(Various Artsits)",Techno,,https://soundcloud.com/hate_music
,Bassiani,"DJ Collective 
(Various Artsits)",Techno,Georgia,https://bassiani.com/light/label
,Fuse Imprint,"DJ Collective 
(Various Artsits)",Techno,Belgium,https://www.fuse.be/
,Laster,"DJ Collective 
(Various Artsits)",Techno,Spain,https://soundcloud.com/lasterclub
,Tresor Records,"DJ Collective 
(Various Artsits)",Techno,Germany,https://tresorberlin.com/
,Synergie,"DJ Collective 
(Various Artsits)",Techno,Germany,https://soundcloud.com/kollektivsynergie
